"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"946","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0350309","Open","101802","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002859","","101802","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AZ","","",
"947","VF OUTLET, INC.","144.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0350369","Open","101803","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002859","","101803","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AZ","","",
"948","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0360309","Open","101804","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002860","","101804","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","WA","","",
"949","VF OUTLET, INC.","144.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0360369","Open","101805","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002860","","101805","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","WA","","",
"950","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0370309","Open","101806","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002861","","101806","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","","",
"951","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0370369","Open","101807","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002861","","101807","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","","",
"952","VF OUTLET, INC.","78.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0390309","Open","101808","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002863","","101808","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","FL","","",
"953","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0390369","Open","101809","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002863","","101809","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","","",
"954","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0410309","Open","101810","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002865","","101810","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","","",
"955","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0410369","Open","101811","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002865","","101811","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","","",
"956","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0430309","Open","101812","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002866","","101812","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MI","","",
"957","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0430369","Open","101813","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002866","","101813","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","MI","","",
"958","VF OUTLET, INC.","39.00","","No collection Info","000169","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0450309","Open","101814","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002868","","101814","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","IL","","",
"959","VF OUTLET, INC.","72.00","","No collection Info","000169","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0450369","Open","101815","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002868","","101815","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IL","","",
"960","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0460309","Open","101816","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002869","","101816","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","NJ","","",
"961","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0460369","Open","101817","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002869","","101817","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","NJ","","",
"962","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0470309","Open","101818","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002870","","101818","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","CA","","",
"963","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0470369","Open","101819","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002870","","101819","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","CA","","",
"964","VF OUTLET, INC.","78.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0480309","Open","101820","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002871","","101820","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","SC","","",
"965","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0480369","Open","101821","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002871","","101821","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","SC","","",
"966","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0490309","Open","101822","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002872","","101822","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","","",
"967","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0490369","Open","101823","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002872","","101823","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","","",
"968","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0520309","Open","101824","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002873","","101824","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","WA","","",
"969","VF OUTLET, INC.","144.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0520369","Open","101825","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002873","","101825","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","WA","","",
"970","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0530309","Open","101826","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002874","","101826","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MS","","",
"971","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0530369","Open","101827","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002874","","101827","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","MS","","",
"972","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0540309","Open","101828","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002875","","101828","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","GA","","",
"973","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0540369","Open","101829","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002875","","101829","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","GA","","",
"974","VF OUTLET, INC.","78.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0560309","Open","101830","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002876","","101830","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","PA","","",
"975","VF OUTLET, INC.","144.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0560369","Open","101831","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002876","","101831","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","PA","","",
"976","VF OUTLET, INC.","78.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0570309","Open","101832","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002877","","101832","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","NY","","",
"977","VF OUTLET, INC.","144.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0570369","Open","101833","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002877","","101833","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","NY","","",
"978","VF OUTLET, INC.","39.00","","No collection Info","000168","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0580309","Open","101834","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002878","","101834","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","NY","","",
"979","VF OUTLET, INC.","72.00","","No collection Info","000168","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0580369","Open","101835","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002878","","101835","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","NY","","",
"980","VF OUTLET, INC.","78.00","","No collection Info","000167","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0590309","Open","101836","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002879","","101836","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MO","","",
"981","VF OUTLET, INC.","144.00","","No collection Info","000167","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0590369","Open","101837","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002879","","101837","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MO","","",
"982","VF OUTLET, INC.","39.00","","No collection Info","000167","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0600309","Open","101838","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002880","","101838","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","GA","","",
"983","VF OUTLET, INC.","72.00","","No collection Info","000167","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0600369","Open","101839","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002880","","101839","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","GA","","",
"984","VF OUTLET, INC.","39.00","","No collection Info","000167","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0610309","Open","101840","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002881","","101840","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","","",
