"Seq","Status","TS Status","Account No.","Name","Assign. No.","Amount*","Reference","Date","Cust PO","Terms","Approval","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Description","Collection","Ship-To","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"544","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101304","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002570","","","101304","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","PA","","",
"545","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101305","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002571","","","101305","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","MD","","",
"546","Open","Shipped","BS0001","BOSCOVS","000124","210.00","101306","12/26/2013","690135","NET 30","813035","  .00%",".00","210.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002572","","","101306","G323","","12/26/13","GREAT CENTRAL T","    60","     5","168746","210.00","    .00",".00","000024","","","MD","","",
"547","Open","Shipped","BS0001","BOSCOVS","000124","336.00","101307","12/26/2013","690135","NET 30","813035","  .00%",".00","336.00","01/26/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","12/26/2013","","","No collection Info","002573","","","101307","G323","","12/26/13","GREAT CENTRAL T","    96","     8","168746","336.00","    .00",".00","000024","","","PA","","",
"548","Open","Shipped","PK0001","PENGUIN KIDS WEAR","000127","18,682.50","101308","12/30/2013","121613","NET 30","823729","  .00%",".00","18,682.50","01/30/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/31/2013","","","No collection Info","PK0001","","","101308","G331","","12/30/13","FEDEX","  3450","   290","16908","18,682.50","    .00",".00","","","","CA","","",
"549","Open","Shipped","ZU0001","ZULILY","000127","5,193.00","101309","12/30/2013","68489-P0000IGNC8-6-1","NET 30","831323","  .00%",".00","5,193.00","01/30/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","12/13","","","","","","W","12/31/2013","","","No collection Info","001416","","LINE 000BWF VOIDED.  (STYLE 4175413)","101309","G330","","12/30/13","CALL TO ROUTE","   588","    63","170655","5,193.00","    .00",".00","","","Voided Line 000BWF","NV","","",
"550","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101310","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","000434","","","101310","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"551","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101311","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002530","","","101311","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"552","Open","Shipped","BS0001","BOSCOVS","000128","1,035.00","101312","01/03/2014","687278","NET 30","807276","  .00%",".00","1,035.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002531","","","101312","G332","","01/03/14","VENDOR PORTAL","   276","    23","170596","1,035.00","    .00",".00","000025","","","PA","","",
"553","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101313","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002532","","","101313","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"554","Open","Shipped","BS0001","BOSCOVS","000128","540.00","101314","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002533","","","101314","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","","",
"555","Open","Shipped","BS0001","BOSCOVS","000128","495.00","101315","01/03/2014","687278","NET 30","807276","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002534","","","101315","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","PA","","",
"556","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101316","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002535","","","101316","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"557","Open","Shipped","BS0001","BOSCOVS","000128","708.75","101317","01/03/2014","687278","NET 30","807276","  .00%",".00","708.75","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002536","","","101317","G332","","01/03/14","VENDOR PORTAL","   189","    21","170596","708.75","    .00",".00","000025","","","PA","","",
"558","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101318","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002537","","","101318","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","DE","","",
"559","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101319","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002538","","","101319","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","NY","","",
"560","Open","Shipped","BS0001","BOSCOVS","000128","540.00","101320","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002539","","","101320","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","PA","","",
"561","Open","Shipped","BS0001","BOSCOVS","000128","495.00","101321","01/03/2014","687278","NET 30","807276","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002541","","","101321","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","DE","","",
"562","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101322","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002542","","","101322","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"563","Open","Shipped","BS0001","BOSCOVS","000128","675.00","101323","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002543","","","101323","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","","",
"564","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101324","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002544","","","101324","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"565","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101325","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002545","","","101325","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"566","Open","Shipped","BS0001","BOSCOVS","000128","540.00","101326","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002547","","","101326","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","","",
"567","Open","Shipped","BS0001","BOSCOVS","000128","675.00","101327","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002548","","","101327","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","","",
"568","Open","Shipped","BS0001","BOSCOVS","000128","540.00","101328","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002549","","","101328","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","MD","","",
"569","Open","Shipped","BS0001","BOSCOVS","000128","360.00","101329","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002550","","","101329","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","OH","","",
"570","Open","Shipped","BS0001","BOSCOVS","000129","495.00","101330","01/03/2014","687278","NET 30","807276","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002551","","","101330","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","MD","","",
"571","Open","Shipped","BS0001","BOSCOVS","000129","675.00","101331","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002552","","","101331","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","","",
"572","Open","Shipped","BS0001","BOSCOVS","000129","675.00","101332","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002553","","","101332","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","","",
"573","Open","Shipped","BS0001","BOSCOVS","000129","540.00","101333","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002554","","","101333","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","","",
"574","Open","Shipped","BS0001","BOSCOVS","000129","540.00","101334","01/03/2014","687278","NET 30","807276","  .00%",".00","540.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002555","","","101334","G332","","01/03/14","VENDOR PORTAL","   144","    12","170596","540.00","    .00",".00","000025","","","NJ","","",
"575","Open","Shipped","BS0001","BOSCOVS","000129","360.00","101335","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002556","","","101335","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"576","Open","Shipped","BS0001","BOSCOVS","000129","360.00","101336","01/03/2014","687278","NET 30","807276","  .00%",".00","360.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002557","","","101336","G332","","01/03/14","VENDOR PORTAL","    96","     8","170596","360.00","    .00",".00","000025","","","PA","","",
"577","Open","Shipped","BS0001","BOSCOVS","000129","675.00","101337","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002558","","","101337","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","","",
"578","Open","Shipped","BS0001","BOSCOVS","000129","675.00","101338","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002559","","","101338","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","PA","","",
"579","Open","Shipped","BS0001","BOSCOVS","000129","675.00","101339","01/03/2014","687278","NET 30","807276","  .00%",".00","675.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002560","","","101339","G332","","01/03/14","VENDOR PORTAL","   180","    15","170596","675.00","    .00",".00","000025","","","NJ","","",
"580","Open","Shipped","BS0001","BOSCOVS","000129","495.00","101340","01/03/2014","687278","NET 30","807276","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002561","","","101340","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","PA","","",
"581","Open","Shipped","BS0001","BOSCOVS","000129","495.00","101341","01/03/2014","687278","NET 30","807276","  .00%",".00","495.00","02/02/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","12/13","","","","","","W","01/06/2014","","","No collection Info","002562","","","101341","G332","","01/03/14","VENDOR PORTAL","   132","    11","170596","495.00","    .00",".00","000025","","","NY","","",
