"Seq","Status","Account No.","Name","Type","Reference","Amount*","Freight*","Disc%","Discount*","Other*","Balance*","Terms","Salesperson","Date","Factor","Division","Aging","Past Due Status","Due Days","Due Date","Charge Back No.","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Assign. No.","Assign. Date","Reason","Description","Collection","Cust PO","Ship-To","Approval","Cust ChgBack No.","Remarks","Trail","Manifest","Rank","State", 
"755","Open","VF0001","VF OUTLET, INC.","Invoice","101567","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0300129","002854","507266","","","101567","","","IN",
"756","Open","VF0001","VF OUTLET, INC.","Invoice","101568","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0300209","002854","507269","","","101568","","","IN",
"757","Open","VF0001","VF OUTLET, INC.","Invoice","101569","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0320129","002856","507266","","","101569","","","IL",
"758","Open","VF0001","VF OUTLET, INC.","Invoice","101570","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0320209","002856","507269","","","101570","","","IL",
"759","Open","VF0001","VF OUTLET, INC.","Invoice","101571","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0330129","002857","507266","","","101571","","","FL",
"760","Open","VF0001","VF OUTLET, INC.","Invoice","101572","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0330209","002857","507269","","","101572","","","FL",
"761","Open","VF0001","VF OUTLET, INC.","Invoice","101573","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0340129","002858","507266","","","101573","","","KS",
"762","Open","VF0001","VF OUTLET, INC.","Invoice","101574","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0340209","002858","507269","","","101574","","","KS",
"763","Open","VF0001","VF OUTLET, INC.","Invoice","101575","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0350129","002859","507266","","","101575","","","AZ",
"764","Open","VF0001","VF OUTLET, INC.","Invoice","101576","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0350209","002859","507269","","","101576","","","AZ",
"765","Open","VF0001","VF OUTLET, INC.","Invoice","101577","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0360129","002860","507266","","","101577","","","WA",
"766","Open","VF0001","VF OUTLET, INC.","Invoice","101578","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0360209","002860","507269","","","101578","","","WA",
"767","Open","VF0001","VF OUTLET, INC.","Invoice","101579","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0370129","002861","507266","","","101579","","","AL",
"768","Open","VF0001","VF OUTLET, INC.","Invoice","101580","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0370209","002861","507269","","","101580","","","AL",
"769","Open","VF0001","VF OUTLET, INC.","Invoice","101581","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0390129","002863","507266","","","101581","","","FL",
"770","Open","VF0001","VF OUTLET, INC.","Invoice","101582","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0390209","002863","507269","","","101582","","","FL",
"771","Open","VF0001","VF OUTLET, INC.","Invoice","101583","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0410129","002865","507266","","","101583","","","AL",
"772","Open","VF0001","VF OUTLET, INC.","Invoice","101584","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0410209","002865","507269","","","101584","","","AL",
"773","Open","VF0001","VF OUTLET, INC.","Invoice","101585","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0430129","002866","507266","","","101585","","","MI",
"774","Open","VF0001","VF OUTLET, INC.","Invoice","101586","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0430209","002866","507269","","","101586","","","MI",
"775","Open","VF0001","VF OUTLET, INC.","Invoice","101587","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0450129","002868","507266","","","101587","","","IL",
"776","Open","VF0001","VF OUTLET, INC.","Invoice","101588","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0450209","002868","507269","","","101588","","","IL",
"777","Open","VF0001","VF OUTLET, INC.","Invoice","101589","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0460129","002869","507266","","","101589","","","NJ",
"778","Open","VF0001","VF OUTLET, INC.","Invoice","101590","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0460209","002869","507269","","","101590","","","NJ",
"779","Open","VF0001","VF OUTLET, INC.","Invoice","101591","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0470129","002870","507266","","","101591","","","CA",
"780","Open","VF0001","VF OUTLET, INC.","Invoice","101592","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0470209","002870","507269","","","101592","","","CA",
"781","Open","VF0001","VF OUTLET, INC.","Invoice","101593","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0480129","002871","507266","","","101593","","","SC",
"782","Open","VF0001","VF OUTLET, INC.","Invoice","101594","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0480209","002871","507269","","","101594","","","SC",
"783","Open","VF0001","VF OUTLET, INC.","Invoice","101595","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0490129","002872","507266","","","101595","","","FL",
"784","Open","VF0001","VF OUTLET, INC.","Invoice","101596","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0490209","002872","507269","","","101596","","","FL",
"785","Open","VF0001","VF OUTLET, INC.","Invoice","101597","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0520129","002873","507266","","","101597","","","WA",
"786","Open","VF0001","VF OUTLET, INC.","Invoice","101598","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0520209","002873","507269","","","101598","","","WA",
"787","Open","VF0001","VF OUTLET, INC.","Invoice","101599","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0530129","002874","507266","","","101599","","","MS",
"788","Open","VF0001","VF OUTLET, INC.","Invoice","101600","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0530209","002874","507269","","","101600","","","MS",
"789","Open","VF0001","VF OUTLET, INC.","Invoice","101601","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0540129","002875","507266","","","101601","","","GA",
"790","Open","VF0001","VF OUTLET, INC.","Invoice","101602","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0540209","002875","507269","","","101602","","","GA",
"791","Open","VF0001","VF OUTLET, INC.","Invoice","101603","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0560129","002876","507266","","","101603","","","PA",
"792","Open","VF0001","VF OUTLET, INC.","Invoice","101604","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0560209","002876","507269","","","101604","","","PA",
"793","Open","VF0001","VF OUTLET, INC.","Invoice","101605","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0570129","002877","507266","","","101605","","","NY",
"794","Open","VF0001","VF OUTLET, INC.","Invoice","101606","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0570209","002877","507269","","","101606","","","NY",
"795","Open","VF0001","VF OUTLET, INC.","Invoice","101607","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0580129","002878","507266","","","101607","","","NY",
"796","Open","VF0001","VF OUTLET, INC.","Invoice","101608","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0580209","002878","507269","","","101608","","","NY",
"797","Open","VF0001","VF OUTLET, INC.","Invoice","101609","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0590129","002879","507266","","","101609","","","MO",
"798","Open","VF0001","VF OUTLET, INC.","Invoice","101610","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0590209","002879","507269","","","101610","","","MO",
"799","Open","VF0001","VF OUTLET, INC.","Invoice","101611","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0600129","002880","507266","","","101611","","","GA",
"800","Open","VF0001","VF OUTLET, INC.","Invoice","101612","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0600209","002880","507269","","","101612","","","GA",
"801","Open","VF0001","VF OUTLET, INC.","Invoice","101613","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0610129","002881","507266","","","101613","","","FL",
"802","Open","VF0001","VF OUTLET, INC.","Invoice","101614","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0610209","002881","507269","","","101614","","","FL",
"803","Open","VF0001","VF OUTLET, INC.","Invoice","101615","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0630129","002883","507266","","","101615","","","LA",
"804","Open","VF0001","VF OUTLET, INC.","Invoice","101616","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0630209","002883","507269","","","101616","","","LA",
"805","Open","VF0001","VF OUTLET, INC.","Invoice","101617","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0640129","002884","507266","","","101617","","","IA",
"806","Open","VF0001","VF OUTLET, INC.","Invoice","101618","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0640209","002884","507269","","","101618","","","IA",
"807","Open","VF0001","VF OUTLET, INC.","Invoice","101619","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0650129","002885","507266","","","101619","","","DE",
"808","Open","VF0001","VF OUTLET, INC.","Invoice","101620","39.00",".00","  .00%",".00",".00","39.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0650209","002885","507269","","","101620","","","DE",
"809","Open","VF0001","VF OUTLET, INC.","Invoice","101621","72.00",".00","  .00%",".00",".00","72.00","NET 45","AF","01/29/2014","W","PB","","Current"," 45","03/15/2014","","01/14","","","","","","","","","","No collection Info","IBRMP0660129","002886","507266","","","101621","","","MO",
